"name";"region";"epidCode";"externalID";"population";"growthRate"
"LK Merzig-Wadern";"Saarland";"MZG";"11010042";"";"0.0"
"LK Neunkirchen";"Saarland";"NK";"11010043";"";"0.0"
"LK Saarlouis";"Saarland";"SLS";"11010044";"";"0.0"
"LK Saarpfalz-Kreis";"Saarland";"HOM";"11010045";"";"0.0"
"LK Sankt Wendel";"Saarland";"WND";"11010046";"";"0.0"
"LK Stadtverband Saarbrücken";"Saarland";"SB";"11010041";"";"0.0"
"LK Bautzen";"Sachsen";"BZ";"11014625";"";"0.0"
"LK Erzgebirgskreis";"Sachsen";"ERZ";"11014521";"";"0.0"
"LK Görlitz";"Sachsen";"GR";"11014626";"";"0.0"
"LK Leipzig";"Sachsen";"L";"11014729";"";"0.0"
"LK Meißen";"Sachsen";"MEI";"11014627";"";"0.0"
"LK Mittelsachsen";"Sachsen";"FG";"11014522";"";"0.0"
"LK Nordsachsen";"Sachsen";"TDO";"11014730";"";"0.0"
"LK Sächsische Schweiz-Osterzgebirge";"Sachsen";"PIR";"11014628";"";"0.0"
"LK Vogtlandkreis";"Sachsen";"V";"11014523";"";"0.0"
"LK Zwickau";"Sachsen";"Z";"11014524";"";"0.0"
"SK Chemnitz";"Sachsen";"C";"11014511";"";"0.0"
"SK Dresden";"Sachsen";"DD";"11014612";"";"0.0"
"SK Leipzig";"Sachsen";"L";"11014713";"";"0.0"
"LK Altmarkkreis Salzwedel";"Sachsen-Anhalt";"SAW";"11015081";"";"0.0"
"LK Anhalt-Bitterfeld";"Sachsen-Anhalt";"BTF";"11015082";"";"0.0"
"LK Burgenlandkreis";"Sachsen-Anhalt";"BLK";"11015084";"";"0.0"
"LK Börde";"Sachsen-Anhalt";"BÖ";"11015083";"";"0.0"
"LK Harz";"Sachsen-Anhalt";"HZ";"11015085";"";"0.0"
"LK Jerichower Land";"Sachsen-Anhalt";"JL";"11015086";"";"0.0"
"LK Mansfeld-Südharz";"Sachsen-Anhalt";"MSH";"11015087";"";"0.0"
"LK Saalekreis";"Sachsen-Anhalt";"SK";"11015088";"";"0.0"
"LK Salzlandkreis";"Sachsen-Anhalt";"SLK";"11015089";"";"0.0"
"LK Stendal";"Sachsen-Anhalt";"SDL";"11015090";"";"0.0"
"LK Wittenberg";"Sachsen-Anhalt";"WB";"11015091";"";"0.0"
"SK Dessau-Roßlau";"Sachsen-Anhalt";"DE";"11015001";"";"0.0"
"SK Halle";"Sachsen-Anhalt";"HAL";"11015002";"";"0.0"
"SK Magdeburg";"Sachsen-Anhalt";"MD";"11015003";"";"0.0"
"LK Dithmarschen";"Schleswig-Holstein";"HEI";"11001051";"";"0.0"
"LK Herzogtum Lauenburg";"Schleswig-Holstein";"RZ";"11001053";"";"0.0"
"LK Nordfriesland";"Schleswig-Holstein";"NF";"11001054";"";"0.0"
"LK Ostholstein";"Schleswig-Holstein";"OLD";"11001055";"";"0.0"
"LK Pinneberg";"Schleswig-Holstein";"PI";"11001056";"";"0.0"
"LK Plön";"Schleswig-Holstein";"PLÖ";"11001057";"";"0.0"
"LK Rendsburg-Eckernförde";"Schleswig-Holstein";"RD";"11001058";"";"0.0"
"LK Schleswig-Flensburg";"Schleswig-Holstein";"SL";"11001059";"";"0.0"
"LK Segeberg";"Schleswig-Holstein";"SE";"11001060";"";"0.0"
"LK Steinburg";"Schleswig-Holstein";"IZ";"11001061";"";"0.0"
"LK Stormarn";"Schleswig-Holstein";"OD";"11001062";"";"0.0"
"SK Flensburg";"Schleswig-Holstein";"FL";"11001001";"";"0.0"
"SK Kiel";"Schleswig-Holstein";"KI";"11001002";"";"0.0"
"SK Lübeck";"Schleswig-Holstein";"HL";"11001003";"";"0.0"
"SK Neumünster";"Schleswig-Holstein";"NMS";"11001004";"";"0.0"
"LK Altenburger Land";"Thüringen";"ABG";"11016077";"";"0.0"
"LK Eichsfeld";"Thüringen";"EIC";"11016061";"";"0.0"
"LK Gotha";"Thüringen";"GTH";"11016067";"";"0.0"
"LK Greiz";"Thüringen";"GRZ";"11016076";"";"0.0"
"LK Hildburghausen";"Thüringen";"SHL";"11016069";"";"0.0"
"LK Ilm-Kreis";"Thüringen";"SHL";"11016070";"";"0.0"
"LK Kyffhäuserkreis";"Thüringen";"KYF";"11016065";"";"0.0"
"LK Nordhausen";"Thüringen";"NDH";"11016062";"";"0.0"
"LK Saale-Holzland-Kreis";"Thüringen";"SHK";"11016074";"";"0.0"
"LK Saale-Orla-Kreis";"Thüringen";"SOK";"11016075";"";"0.0"
"LK Saalfeld-Rudolstadt";"Thüringen";"SLF";"11016073";"";"0.0"
"LK Schmalkalden-Meiningen";"Thüringen";"SM";"11016066";"";"0.0"
"LK Sonneberg";"Thüringen";"SON";"11016072";"";"0.0"
"LK Sömmerda";"Thüringen";"SÖM";"11016068";"";"0.0"
"LK Unstrut-Hainich-Kreis";"Thüringen";"UH";"11016064";"";"0.0"
"LK Wartburgkreis";"Thüringen";"WAK";"11016063";"";"0.0"
"LK Weimarer Land";"Thüringen";"WE";"11016071";"";"0.0"
"SK Eisenach";"Thüringen";"EA";"11016056";"";"0.0"
"SK Erfurt";"Thüringen";"EF";"11016051";"";"0.0"
"SK Gera";"Thüringen";"G";"11016052";"";"0.0"
"SK Jena";"Thüringen";"J";"11016053";"";"0.0"
"SK Suhl";"Thüringen";"SHL";"11016054";"";"0.0"
"SK Weimar";"Thüringen";"WE";"11016055";"";"0.0"
